url,designation,ancient_author,ancient_recipient,date,provenience,ruler,genre,dialect,script,sender_loc
http://oracc.org/saao/saa15/P334846,SAA 15 045,Nabu-belu-ka’’in,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Diyala region
http://oracc.org/saao/saa15/P334847,SAA 15 130,Nabu-duru-uṣur,the king,707,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Der
http://oracc.org/saao/saa15/P334857,SAA 15 114,Šamaš-belu-uṣur,the king,707,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Der
http://oracc.org/saao/saa15/P334858,SAA 15 117,Šamaš-belu-uṣur,the king,707,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Der
http://oracc.org/saao/saa15/P334859,SAA 15 240,Aššur-bel-šarrani,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central or Southern Babylonia
http://oracc.org/saao/saa15/P334861,SAA 15 293,Šamaš-re’uwa,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P334890,SAA 15 300,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P334905,SAA 15 221,Šarru-emuranni,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylon
http://oracc.org/saao/saa15/P334907,SAA 15 301,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P334909,SAA 15 346,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P334916,SAA 15 032,Nabu-belu-ka’’in,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Diyala region
http://oracc.org/saao/saa15/P334917,SAA 15 091,Mannu-ki-Ninua,the king,708-707,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Kar-Sharrukin
http://oracc.org/saao/saa15/P334920,SAA 15 209,unknown,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Assyria
http://oracc.org/saao/saa15/P335930,SAA 15 064,Aššur-belu-uṣur,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Kisheshim
http://oracc.org/saao/saa15/P336768,SAA 15 137,Nabu-šumu-iddina,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Lahiru
http://oracc.org/saao/saa15/P336769,SAA 15 178,Aššur-belu-taqqin,the king,710,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Babylonia
http://oracc.org/saao/saa15/P336770,SAA 15 343,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336771,SAA 15 360,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336772,SAA 15 387,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336773,SAA 15 388,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336774,SAA 15 389,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336775,SAA 15 390,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P336776,SAA 15 391,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/P428978,SAA 15 083,Nabu-belu-ka’’in,the king,708,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Kar-Sharrukin
http://oracc.org/saao/saa15/X150289,SAA 15 289,Aššur-reṣiwa,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa15/X150335,SAA 15 335,unknown,the king,721-705,Kuyunjik (Nineveh),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224378,SAA 19 149,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224379,SAA 19 215,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224380,SAA 19 075,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224381,SAA 19 143,Mannu-ki-Aššur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224382,SAA 19 144,Data,Šumu-iddina,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224383,SAA 19 186,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyria
http://oracc.org/saao/saa19/P224385,SAA 19 150,unknown,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224386,SAA 19 154,the king,Aššur-belu-taqqin,710,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224387,SAA 19 148,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224388,SAA 19 127,unknown,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224389,SAA 19 013,Šarru-duri,the palace scribe,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224390,SAA 19 111,Ašipa,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224391,SAA 19 177,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224393,SAA 19 116,unknown,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224394,SAA 19 011,Ululayu,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224396,SAA 19 084,Aššur-šallimanni,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arrapha
http://oracc.org/saao/saa19/P224397,SAA 19 192,Nabu-belu-ka’’in,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Kar-Šarrukin
http://oracc.org/saao/saa19/P224398,SAA 19 131,Salamu,the Palace and ...,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224399,SAA 19 122,Marduk-apla-iddina (II,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylon
http://oracc.org/saao/saa19/P224400,SAA 19 140,Hamapi,the king,729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224401,SAA 19 035,Inurta-belu-uṣur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arpad
http://oracc.org/saao/saa19/P224402,SAA 19 099,"Šamaš-bunaya?, Nabu-nammir?",the king,729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Northern Babylonia
http://oracc.org/saao/saa19/P224404,SAA 19 188,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyria
http://oracc.org/saao/saa19/P224405,SAA 19 089,Nergal-uballiṭ,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arzuhina
http://oracc.org/saao/saa19/P224406,SAA 19 112,Ašipa,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224407,SAA 19 041,unknown,the king,732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224408,SAA 19 218,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224409,SAA 19 219,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224410,SAA 19 097,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Eastern Assyria
http://oracc.org/saao/saa19/P224411,SAA 19 088,Aššur-šallimanni?,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arrapha
http://oracc.org/saao/saa19/P224412,SAA 19 024,Qurdi-Aššur-lamur,the king,728,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224413,SAA 19 070,Aššur-natkil,the palace herald,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224414,SAA 19 065,Nabu-eṭiranni,the king,739,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Province of the Chief Cupbearer
http://oracc.org/saao/saa19/P224415,SAA 19 004,the king,Amurru-šumu-iškun,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Nimrud
http://oracc.org/saao/saa19/P224416,SAA 19 162,Mahde,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nineveh
http://oracc.org/saao/saa19/P224418,SAA 19 184,Hu-Tešub,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Šubria
http://oracc.org/saao/saa19/P224419,SAA 19 109,Ašipa,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224420,SAA 19 092,Aššur-da’’inanni,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Mazamua
http://oracc.org/saao/saa19/P224421,SAA 19 053,Inurta-ila’i,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Naṣibina
http://oracc.org/saao/saa19/P224422,SAA 19 071,Aššur-le’i,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224423,SAA 19 222,unknown,tthe king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224424,SAA 19 056,Inurta-ila’i,the palace scribe,729-727,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Naṣibina
http://oracc.org/saao/saa19/P224425,SAA 19 050,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224426,SAA 19 031,Qurdi-Aššur(-lamur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224427,SAA 19 052,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224428,SAA 19 146,unknown,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224429,SAA 19 077,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224430,SAA 19 151,unknown,the king,734-733,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224432,SAA 19 087,Aššur-šallimanni,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arrapha
http://oracc.org/saao/saa19/P224434,SAA 19 224,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224435,SAA 19 113,Ašipa,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224436,SAA 19 147,unknown,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224437,SAA 19 176,Bel-lešir,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224438,SAA 19 012,Šarru-duri,the king,733-732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224440,SAA 19 098,"Šamaš-bunaya, Nabu-nammir",the king,730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Babylonia
http://oracc.org/saao/saa19/P224441,SAA 19 081,Aššur-šallimanni,the king,729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arrapha
http://oracc.org/saao/saa19/P224442,SAA 19 130,Nadinu?,the king,732-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Larak
http://oracc.org/saao/saa19/P224443,SAA 19 163,Mannu-ki-Nergal,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central Assyria
http://oracc.org/saao/saa19/P224444,SAA 19 210,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224445,SAA 19 017,Aššur-matka-tera,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central Assyria
http://oracc.org/saao/saa19/P224446,SAA 19 003,the king,Inurta-belu-uṣur,732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224448,SAA 19 105,Nabu-nammir,the king,729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224450,SAA 19 179,Nergal-ibni,the king,720,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224451,SAA 19 028,Qurdi-Aššur-lamur,the king,737-734,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224452,SAA 19 100,Šamaš-bunaya,the king,730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Babylonia
http://oracc.org/saao/saa19/P224453,SAA 19 207,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224454,SAA 19 139,šandabakku (of Nippur,the king,731,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Nippur
http://oracc.org/saao/saa19/P224455,SAA 19 044,unknown,the king,732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224456,SAA 19 048,Aššur-ila’i,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224457,SAA 19 076,Aššur?-belu-...,the king,735,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224458,SAA 19 133,unknown,unknown,734,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224459,SAA 19 020,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central Assyria
http://oracc.org/saao/saa19/P224460,SAA 19 169,Ah-abi,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central Assyria
http://oracc.org/saao/saa19/P224461,SAA 19 165,Aššur-nirka-da’’in,Nabû-nammir,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ashur
http://oracc.org/saao/saa19/P224462,SAA 19 229,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224463,SAA 19 023,Qurdi-Aššur-lamur,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224464,SAA 19 135,Nabu-balassu-iqbi,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224465,SAA 19 138,Dummuqu,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224466,SAA 19 068,Šamaš-ila’i,the king,739,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Halzi-atbar
http://oracc.org/saao/saa19/P224467,SAA 19 126,unknown,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224468,SAA 19 115,unknown,the king,731-729,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224469,SAA 19 201,Ahu-ila’i,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Babylonian,Neo-Babylonian,Babylonia
http://oracc.org/saao/saa19/P224470,SAA 19 091,Aššur-da’’inanni,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Mazamua
http://oracc.org/saao/saa19/P224471,SAA 19 022,Qurdi-Aššur-lamur,the king,734-731,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224472,SAA 19 030,Qurdi-Aššur(-lamur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224473,SAA 19 125,unknown,the king,731,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224474,SAA 19 156,the king,unknown,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224475,SAA 19 061,Duri-Aššur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Tušhan
http://oracc.org/saao/saa19/P224476,SAA 19 018,Aššur-matka-tera,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Central Assyria
http://oracc.org/saao/saa19/P224477,SAA 19 078,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224478,SAA 19 006,the king,"Aššur-remanni, the scribe Nabû-bel-ahhešu",732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224479,SAA 19 079,Nabu-šumu-iškun,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Northern Assyia
http://oracc.org/saao/saa19/P224480,SAA 19 059,Inurta?-ila’i,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Naṣibina
http://oracc.org/saao/saa19/P224481,SAA 19 211,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224482,SAA 19 228,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224484,SAA 19 014,Bel-abu’a,the palace scribe,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224486,SAA 19 082,Aššur-šallimanni,the king,731,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arrapha
http://oracc.org/saao/saa19/P224488,SAA 19 182,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224489,SAA 19 034,Inurta-belu-uṣur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Arpad
http://oracc.org/saao/saa19/P224490,SAA 19 213,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P224491,SAA 19 095,unknown,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Eastern Assyria
http://oracc.org/saao/saa19/P224492,SAA 19 029,Qurdi-Aššur(-lamur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Ṣimirra
http://oracc.org/saao/saa19/P224493,SAA 19 047,Sulaya,the king,738-732,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224494,SAA 19 128,unknown,the king,731-730,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224495,SAA 19 160,Bel-eriba?,the governor (of Calah,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224496,SAA 19 193,Nabu-belu-ka’’in,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Kar-Šarrukin
http://oracc.org/saao/saa19/P224497,SAA 19 123,Nahiši,the palace scribe,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Babylonia
http://oracc.org/saao/saa19/P224498,SAA 19 009,Ululayu,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P224499,SAA 19 093,Aššur-da’’inanni,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Mazamua
http://oracc.org/saao/saa19/P224500,SAA 19 062,Duri-Aššur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Tušhan
http://oracc.org/saao/saa19/P224501,SAA 19 180,Aššur-matka-pahhir,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Western Assyria
http://oracc.org/saao/saa19/P224502,SAA 19 064,Duri-Aššur,the king,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Tušhan
http://oracc.org/saao/saa19/P224503,SAA 19 217,unknown,the king,721-705,Nimrud (Kalhu),Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,(unknown)
http://oracc.org/saao/saa19/P393604,SAA 19 001,the king,"clergymen, congregation, leaders of Babylon, Babylonians",729-II-26 or 720-II-26,Nimrud (Kalhu),Tiglath-pileser III or Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P393605,SAA 19 002,the king,commander-in-chief,,Nimrud (Kalhu),Tiglath-pileser III or Sargon II,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
http://oracc.org/saao/saa19/P393606,SAA 19 005,the king,Madayu,,Nimrud (Kalhu),Tiglath-pileser III,Administrative Letter,Neo-Assyrian,Neo-Assyrian,Nimrud
