tlemma,slemma,rlemma,tidx,sidx,ridx,tword,sword,rword,pcom,sennum,tnum,Translation,Speaker,Addressee,Sender,Recipient,Document_type,Verb_metaphor_status,Verb_metonymy_status,PP_type,PP_metaphor_status,PP_metonymy_status,Bad_analysis,Notes
kânu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s212_60,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s212_57,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s212_56,lukîni,pān,,http://oracc.org/saao/saa16/P334811,212,212,so I can settle (this lawsuit) with them in the presence of the king,,,,,,Basic+,,AJ,Basic,,,
leqû,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_23,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_21,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_20,issiqi,libbi,,http://oracc.org/saao/saa16/P334816,214,214,"Parruṭu, a goldsmith of the household of the queen, has, like the king and the crown prince, bought a Babylonian ('taken with (ina libbi) gold)",,,,,,Basic+,,EA,Basic+,,,Fixed combination
šakānu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_143,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_141,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_140,assakan,muhhi,,http://oracc.org/saao/saa16/P334816,214,214,I put the foundation stone in a bag,,,,,,Literal,,EA,Basic,,,
qabû,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_34,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_30,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_29,iqṭibi,libbi,,http://oracc.org/saao/saa16/P334816,214,214,He has taught exorcistic literature to his son; (he said the lablet about -ina libbi - exorcism to his son),,,,,,,,,,,x,
zaqāpu,rēšu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_101,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_99,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_98,ušarqup,rēšīšu,ina,http://oracc.org/saao/saa16/P334816,214,214,"They are even planting amulets of black wood, a neck-stone (and) Pazuzu-heads on his head.",,,,,,Literal,,EA,Literal,,,Unclear?
šapāru,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_64,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_52,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s214_51,lišpura,pāni,,http://oracc.org/saao/saa16/P334816,214,214,,,,,,,,,,,,x,
kullu,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s215_47,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s215_45,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s215_44,ukâllûni,libbi,,http://oracc.org/saao/saa16/P334393,215,215,"the people of Sarrabanu hold (houses) in Babylon, Nippur and Uruk and in the Itu'u land",,,,,,,,,,,x,
epēšu,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s218_32,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s218_31,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s218_30,eppušu,libbi,,http://oracc.org/saao/saa16/P314331,218,218,[They are] work[ing] there,,,,,,Literal,,AJ,Basic,,,Broken context
petû,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s25_48,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s25_47,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s25_46,niptûni,muhhīšu,,http://oracc.org/saao/saa16/P334813,25,25,"Because we opened our mouths [against hi]m,",,,,,,Basic+,M,EA,Basic+,,,ina muhhi = against
amāru,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_17,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_16,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_15,innammarūni,pānīšu,,http://oracc.org/saao/saa16/P334700,26,26,anyone who is seen in his company ('before him'),,,,,,Literal,,EA,Basic,,,unclear if here: ina pānīšu = with him
šasû,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_8,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_7,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s26_6,issisiu,pānišunu,,http://oracc.org/saao/saa16/P334700,26,26,the letter was read in their presence,,,,,,Literal,,EA,Basic,,,before them' = in their presence
nazāru,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_153,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_152,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_151,ussanziranni,pānīšu,,http://oracc.org/saao/saa16/P334154,28,28,"Kanunayu, the deputy, has made me out to be even more hateful to him,",,,,,,Literal,,EA,Basic,,,Note perspective: to be odious + to be before him = to be odious to him
dabābu,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_41,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_43,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_42,addabub,libbi,,http://oracc.org/saao/saa16/P334154,28,28,,,,,,,Basic,,,,,,
šapāru,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_148,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_138,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_137,ašpuranni,muhhi,,http://oracc.org/saao/saa16/P334154,28,28,,,,,,,,,,,,,
dabābu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_191,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_190,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_189,tadabbubūni,muhhīya,,http://oracc.org/saao/saa16/P334154,28,28,"what the wife of the 'third man' speaks against me,",,,,,,Literal,,AJ,Basic+,,,
etēqu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_65,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_64,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_63,tētēqe,muhhīya,,http://oracc.org/saao/saa16/P334154,28,28,Would the patronage of the palace scribe have had such an influence over me,,,,,,Basic+,,EA,Basic+,,,Note: 'pass over me' = have influence over me
izuzzu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_82,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_81,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s28_80,azzazūni,pānīšu,,http://oracc.org/saao/saa16/P334154,28,28,from those times when I was (still) in his service,,,,,,Basic+,,EA,Basic+,,,
sadāru,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_43,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_42,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s29_41,isaddir,pānīya,,http://oracc.org/saao/saa16/P334089,29,29,"Order Kinâ to line up in my (= king's) presence (and) follow you.'""",,,,,,Literal,,AJ,Basic,,,
mahāru,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s30_35,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s30_33,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s30_32,ihhurūni,muhhīša,,http://oracc.org/saao/saa16/P334707,30,30,"concerning whom (f.) [PN appealed to] the king, [",,,,,,Basic+,,AJ,Basic+,,,
šâlu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s32_10,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s32_8,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s32_7,lašʾal,muhhi,,http://oracc.org/saao/saa16/P334914,32,32,I will as[k] about the corn,,,,,,Literal,,EA,Basic+,,,
paqādu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_65,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_61,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_60,lipqidannāši,pān,,http://oracc.org/saao/saa16/P334285,3,3,"May the king entrust us to someone of his entourage,",,,,,,Literal,,EA,Basic+,,,Unclear analysis of construction
paqādu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_78,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_75,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s3_74,lipqid,muhhi,,http://oracc.org/saao/saa16/P334285,3,3,may he appoint a royal bodyguard over the house of his servant,,,,,,Literal,,EA,Basic+,,,Note difference with ina pān = to entrust to
šâlu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_31,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_27,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s40_26,šaʾal,muhhi,,http://oracc.org/saao/saa16/P334283,40,40,,,,,,,Literal,,EA,Basic+,,,
izuzzu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s46_49,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s46_47,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s46_46,itiz,muhhi,,http://oracc.org/saao/saa16/P314367,46,46,st[ay] on the hill,,,,,,Literal,,EA,Basic,,,
alāku,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_43,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_41,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_40,illaka,pān,,http://oracc.org/saao/saa16/P334162,47,47,"Now Abnî, the sheep-tax master of Arpad, is coming to the presence of my lord.",,,,,,Literal,,EA,Basic,,,
amāru,šulmu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_32,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_31,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_30,amur,šulme,,http://oracc.org/saao/saa16/P334162,47,47,face of the king in peace!,,,,,,Literal,,AJ,Basic+,,,Unclear analysis: is the scribe in peace or the face of the king?
rahāṣu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_58,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_55,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s47_54,lirhiṣaššu,muhhi,,http://oracc.org/saao/saa16/P334162,47,47,My lord should trust him regarding the sheep.,,,,,,Literal,,AJ,Basic+,,,
šapāru,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s49_26,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s49_24,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s49_23,išpurūni,muhhi,,http://oracc.org/saao/saa16/P314372,49,49,,,,,,,,,,,,,
šakānu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_175,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_173,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_172,liškun,muhhi,,http://oracc.org/saao/saa16/P334429,4,4,,,,,,,,,,,,,
šakānu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_119,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_117,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_116,liškun,muhhi,,http://oracc.org/saao/saa16/P334429,4,4,,,,,,,,,,,,,
šakānu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_99,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_97,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s4_96,liškun,muhhi,,http://oracc.org/saao/saa16/P334429,4,4,,,,,,,,,,,,,
dabābu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_122,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_120,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s52_119,idabbūbu,muhhi,,http://oracc.org/saao/saa16/P334382,52,52,,,,,,,,,,,,,
alāku,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_123,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_121,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_120,nittalak,muhhi,,http://oracc.org/saao/saa16/P334325,55,55,We went straight to Dannaya,,,,,,Literal,,EA,Basic+,,,Unclear analysis (why does translation say 'straight'?)
aṣû,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_130,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_125,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_124,ussēṣi,muhhi,,http://oracc.org/saao/saa16/P334325,55,55,,,,,,,,,,,,x,
izuzzu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_38,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_36,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_35,izzazzu,pān,,http://oracc.org/saao/saa16/P334325,55,55,"His (other) eunuchs stand in the presence of the mayor,",,,,,,Basic+,,EA,Basic+,,,
izuzzu,rēšu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_164,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_163,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_162,izzazzu,rēšunni,,http://oracc.org/saao/saa16/P334325,55,55,The governor and his men are wearing iron swords and 'taking care' of us (ina rešunni izazzzu),,,,,,Basic+,,EA,Basic+,,,"Unusual, unclear analysis"
zamāru,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_45,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_44,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s55_43,izammuru,pānišunu,,http://oracc.org/saao/saa16/P334325,55,55,keep singing (hymns) before them.,,,,,,Literal,,AJ,Basic,,,
elû,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s5_19,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s5_15,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s5_14,ītetelli,libbi,,http://oracc.org/saao/saa16/P334753,5,5,"In the reign of your father, (when) our grandfather went up (there)",,,,,,Literal,,EA,Basic,,,
paqādu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_94,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_92,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s62_91,iptaqdanni,pān,,http://oracc.org/saao/saa16/P336778,62,62,"I prayed to Nabû, and he appointed me to my lord's service.",,,,,,Literal,,EA,Basic+,,,Unclear analysis
qabû,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_258,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_256,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s67_255,qibi,pān,,http://oracc.org/saao/saa16/P334818,67,67,Speak for me before the king,,,,,,Literal,,AJ,Basic,,,
alāku,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s73_27,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s73_25,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s73_24,lallika,muhhi,,http://oracc.org/saao/saa16/P313767,73,73,,,,,,,,,,,,,
erēbu,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_122,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_120,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s79_119,ētarab,pān,,http://oracc.org/saao/saa16/P334869,79,79,,,,,,,,,,,,,
šakānu,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_119,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_117,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_116,tassakan,libbi,,http://oracc.org/saao/saa16/P314339,85,85,You have put in your,,,,,,,,,,,,Broken context
wabālu,qātu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_75,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_73,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_72,šēbila,qātē,,http://oracc.org/saao/saa16/P314339,85,85,send it to me via Amurrî!,,,,,,Literal,,AJ,Basic+,,,
šaṭāru,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_71,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_69,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_68,šuṭur,libbi,,http://oracc.org/saao/saa16/P314339,85,85,write (a report) on a writing-board,,,,,,Literal,,EA,Basic,,,
buʾʾû,qātu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_95,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_93,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_92,lubaʾʾi,qātē,,http://oracc.org/saao/saa16/P314339,85,85,I will call my official to account.,,,,,,Basic+,,EA,Basic+,,,Call to account
alāku,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_14,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_13,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s85_12,illaka,muhhīka,,http://oracc.org/saao/saa16/P314339,85,85,[Ahabû] is [no]w co[ming to y]ou.,,,,,,Literal,,EA,Basic,,,
elû,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s86_19,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s86_17,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s86_16,ussēliʾa,libbi,,http://oracc.org/saao/saa16/P336779,86,86,[He m]oved the [...]s up to the town,,,,,,Literal,,EA,Basic,,,ina muhhi: motion
qerēbu,libbu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_124,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_116,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s8_115,uqarrabanni,libbi,,http://oracc.org/saao/saa16/P334623,8,8,no one brings me before the king,,,,,,,,,,,x,
dabābu,muhhu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_24,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_22,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_21,idbubūni,muhhi,,http://oracc.org/saao/saa16/P314386,93,93,,,,,,,,,,,,,
bašû,pānu,ina,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_45,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_44,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s93_43,ibašši,pānīya,,http://oracc.org/saao/saa16/P314386,93,93,and that) [...] is [in] my [pre]sence.,,,,,,Literal,,AJ,Basic,,,
halāqu,qātu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s108_39,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s108_37,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s108_36,uhtalliqūni,qātē,,http://oracc.org/saao/saa16/P334225,108,108,The scribes have wrenched me away from the king.,,,,,,Basic+,,EA,Basic+,,,Unclear why hulluqu is used here instead of šutēlû
paqādu,qātu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s118_46,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s118_44,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s118_43,ipqidūni,qātē,,http://oracc.org/saao/saa16/P334608,118,118,,,,,,,,,,,,x,
tadānu,libbu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s130_33,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s130_32,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s130_31,attidin,libbi,,http://oracc.org/saao/saa16/P334639,130,130,"Now I have given 400 (homers) of barley from it, (ultu libbi)",,,,,,Literal,,AJ,Basic,,,
pazāru,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s135_42,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s135_40,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s135_39,tupazzar,pānīya,,http://oracc.org/saao/saa16/P314385,135,135,[do] no[t concea]l from me anything,,,,,,Basic+,,EA,Basic+,,,
damāqu,pānu,ištu,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_114,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_113,https://github.com/megamattc/Akkadian-language-models/tree/main/ak_norm_model/assets/UD_Akkadian/train#s159_112,dammiq,pānīka,,http://oracc.org/saao/saa16/P334299,159,159,Make your report good! (ultu panika),,,,,,,,,,,x,
